[2017-04-05T23:37:19+01:00] DEBUG: Current chef_repo_path is /root
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/netbsd/platform.rb
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/sigar/network.rb
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/sigar/filesystem.rb
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/sigar/memory.rb
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/sigar/cpu.rb
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/sigar/network_route.rb
[2017-04-05T23:37:19+01:00] DEBUG: Could not load sigar gem. Skipping NetworkRoutes plugin
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/sigar/platform.rb
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/vmware.rb
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/dragonflybsd/network.rb
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/dragonflybsd/memory.rb
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/dragonflybsd/cpu.rb
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/dragonflybsd/os.rb
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/dragonflybsd/platform.rb
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/windows/network.rb
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/windows/filesystem.rb
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/windows/drivers.rb
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/windows/memory.rb
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/windows/fips.rb
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/windows/cpu.rb
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/windows/virtualization.rb
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/windows/platform.rb
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/cloud.rb
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/chef.rb
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/php.rb
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/passwd.rb
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/timezone.rb
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/root_group.rb
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/ruby.rb
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/keys.rb
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/scala.rb
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/ohai.rb
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/solaris2/network.rb
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/solaris2/dmi.rb
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/solaris2/filesystem.rb
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/solaris2/memory.rb
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/solaris2/cpu.rb
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/solaris2/virtualization.rb
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/solaris2/platform.rb
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/solaris2/zpools.rb
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/ohai_time.rb
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/groovy.rb
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/openbsd/network.rb
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/openbsd/memory.rb
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/openbsd/cpu.rb
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/openbsd/platform.rb
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/virtualbox.rb
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/nodejs.rb
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/bsd/filesystem.rb
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/bsd/virtualization.rb
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/openstack.rb
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/virtualization.rb
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/rackspace.rb
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/haskell.rb
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/uptime.rb
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/os.rb
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/softlayer.rb
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/ec2.rb
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/ps.rb
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/cloud_v2.rb
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/packages.rb
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/shard.rb
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/c.rb
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/azure.rb
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/mono.rb
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/perl.rb
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/shells.rb
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/kernel.rb
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/aix/network.rb
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/aix/filesystem.rb
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/aix/memory.rb
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/aix/cpu.rb
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/aix/virtualization.rb
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/aix/uptime.rb
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/aix/os.rb
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/aix/kernel.rb
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/aix/platform.rb
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/elixir.rb
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/ip_scopes.rb
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/gce.rb
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/erlang.rb
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/digital_ocean.rb
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/linux/network.rb
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/linux/machineid.rb
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/linux/lsb.rb
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/linux/block_device.rb
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/linux/filesystem.rb
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/linux/memory.rb
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/linux/fips.rb
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/linux/cpu.rb
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/linux/hostnamectl.rb
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/linux/virtualization.rb
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/linux/mdadm.rb
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/linux/platform.rb
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/linux/sessions.rb
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/linux/filesystem2.rb
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/linode.rb
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/platform.rb
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/network_listeners.rb
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/init_package.rb
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/darwin/network.rb
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/darwin/system_profiler.rb
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/darwin/filesystem.rb
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/darwin/memory.rb
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/darwin/cpu.rb
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/darwin/virtualization.rb
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/darwin/platform.rb
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/darwin/filesystem2.rb
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/darwin/hardware.rb
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/command.rb
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/rust.rb
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/java.rb
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/languages.rb
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/hostname.rb
[2017-04-05T23:37:19+01:00] DEBUG: Loading plugin at /opt/chefdk/embedded/lib/ruby/gems/2.3.0/gems/ohai-8.23.0/lib/ohai/plugins/powershell.rb
[2017-04-05T23:37:19+01:00] DEBUG: Plugin Network: default route table is 'main'
[2017-04-05T23:37:19+01:00] DEBUG: Plugin Network: ran 'ip addr' and returned 0
[2017-04-05T23:37:19+01:00] DEBUG: Plugin Network: ran 'ip -d -s link' and returned 0
[2017-04-05T23:37:19+01:00] DEBUG: Plugin Network: ran 'ip -f inet neigh show' and returned 0
[2017-04-05T23:37:20+01:00] DEBUG: Plugin Network: ran 'ip -o -f inet route show table main' and returned 0
[2017-04-05T23:37:20+01:00] DEBUG: Plugin Network: Parsing 10.0.2.0/24 dev eth0  proto kernel  scope link  src 10.0.2.15
[2017-04-05T23:37:20+01:00] DEBUG: Plugin Network: Parsing 192.168.168.0/24 dev eth1  proto kernel  scope link  src 192.168.168.168
[2017-04-05T23:37:20+01:00] DEBUG: Plugin Network: Parsing 169.254.0.0/16 dev eth0  scope link  metric 1002
[2017-04-05T23:37:20+01:00] DEBUG: Plugin Network: Parsing 169.254.0.0/16 dev eth1  scope link  metric 1003
[2017-04-05T23:37:20+01:00] DEBUG: Plugin Network: Parsing default via 10.0.2.2 dev eth0
[2017-04-05T23:37:20+01:00] DEBUG: Plugin Network: default_interface set to eth0
[2017-04-05T23:37:20+01:00] DEBUG: Plugin Network: default_gateway set to 10.0.2.2
[2017-04-05T23:37:20+01:00] DEBUG: Plugin Network: ran 'ip -f inet6 neigh show' and returned 0
